"storeNum";"Year";"Week";"Date";"Weekind";"p1sales";"p2sales";"p1price";"p2price";"p1prom";"p2prom";"compind";"storesize";"city";"citysize"
"101";2024;6;2024-02-12;58;359;518;2.29;2.59;0;1;-0.052;133;"OSLO";580000
"101";2024;7;2024-02-19;59;358;435;2.99;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;8;2024-02-26;60;363;432;2.29;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;9;2024-03-04;61;361;437;2.79;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;10;2024-03-11;62;354;520;2.19;2.49;0;1;-0.052;133;"OSLO";580000
"101";2024;11;2024-03-18;63;358;435;2.79;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;12;2024-03-25;64;395;437;2.79;2.59;1;0;-0.052;133;"OSLO";580000
"101";2024;13;2024-04-01;65;360;438;2.99;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;14;2024-04-08;66;363;433;2.29;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;15;2024-04-15;67;355;436;2.79;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;16;2024-04-22;68;360;437;2.19;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;17;2024-04-29;69;360;429;2.19;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;18;2024-05-06;70;354;435;2.49;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;19;2024-05-13;71;394;433;2.49;2.59;1;0;-0.052;133;"OSLO";580000
"101";2024;20;2024-05-20;72;359;438;2.19;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;21;2024-05-27;73;360;435;2.79;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;22;2024-06-03;74;357;430;2.19;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;23;2024-06-10;75;363;437;2.29;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;24;2024-06-17;76;354;517;2.29;2.49;0;1;-0.052;133;"OSLO";580000
"101";2024;25;2024-06-24;77;356;434;2.79;2.59;0;0;-0.052;133;"OSLO";580000
"101";2024;26;2024-07-01;78;360;429;2.29;2.59;0;0;-0.052;133;"OSLO";580000
"101";2024;27;2024-07-08;79;359;435;2.99;2.49;0;0;-0.052;133;"OSLO";580000
"101";2024;28;2024-07-15;80;357;436;2.99;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;29;2024-07-22;81;362;434;2.19;2.49;0;0;-0.052;133;"OSLO";580000
"101";2024;30;2024-07-29;82;359;436;2.29;2.99;0;0;-0.052;133;"OSLO";580000
"101";2024;31;2024-08-05;83;355;440;2.99;2.59;0;0;-0.052;133;"OSLO";580000
"101";2024;32;2024-08-12;84;358;435;2.99;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;33;2024-08-19;85;358;520;2.79;2.49;0;1;-0.052;133;"OSLO";580000
"101";2024;34;2024-08-26;86;361;436;2.79;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;35;2024-09-02;87;395;517;2.19;2.29;1;1;-0.052;133;"OSLO";580000
"101";2024;36;2024-09-09;88;354;434;2.19;2.59;0;0;-0.052;133;"OSLO";580000
"101";2024;37;2024-09-16;89;354;436;2.99;2.59;0;0;-0.052;133;"OSLO";580000
"101";2024;38;2024-09-23;90;392;512;2.29;2.59;1;1;-0.052;133;"OSLO";580000
"101";2024;39;2024-09-30;91;385;435;2.29;2.99;1;0;-0.052;133;"OSLO";580000
"101";2024;40;2024-10-07;92;402;434;2.29;2.59;1;0;-0.052;133;"OSLO";580000
"101";2024;41;2024-10-14;93;350;441;2.99;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;42;2024-10-21;94;359;515;2.49;2.99;0;1;-0.052;133;"OSLO";580000
"101";2024;43;2024-10-28;95;362;426;2.49;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;44;2024-11-04;96;390;516;2.49;3.19;1;1;-0.052;133;"OSLO";580000
"101";2024;45;2024-11-11;97;354;436;2.29;2.29;0;0;-0.052;133;"OSLO";580000
"101";2024;46;2024-11-18;98;357;433;2.99;3.19;0;0;-0.052;133;"OSLO";580000
"101";2024;47;2024-11-25;99;359;429;2.49;2.59;0;0;-0.052;133;"OSLO";580000
"101";2024;48;2024-12-02;100;353;432;2.49;2.49;0;0;-0.052;133;"OSLO";580000
"101";2024;49;2024-12-09;101;398;433;2.19;2.49;1;0;-0.052;133;"OSLO";580000
"101";2024;50;2024-12-16;102;356;523;2.79;2.49;0;1;-0.052;133;"OSLO";580000
"101";2024;51;2024-12-23;103;357;525;2.49;2.29;0;1;-0.052;133;"OSLO";580000
"101";2024;52;2024-12-30;104;397;433;2.79;3.19;1;0;-0.052;133;"OSLO";580000
"102";2023;1;2023-01-02;1;342;430;2.79;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;2;2023-01-09;2;342;434;2.99;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;3;2023-01-16;3;338;421;2.49;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;4;2023-01-23;4;337;512;2.79;2.29;0;1;-0.773;155;"OSLO";580000
"102";2023;5;2023-01-30;5;337;422;2.79;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;6;2023-02-06;6;333;428;2.99;2.49;0;0;-0.773;155;"OSLO";580000
"102";2023;7;2023-02-13;7;337;506;2.19;3.19;0;1;-0.773;155;"OSLO";580000
"102";2023;8;2023-02-20;8;364;426;2.49;2.29;1;0;-0.773;155;"OSLO";580000
"102";2023;9;2023-02-27;9;335;424;2.99;2.49;0;0;-0.773;155;"OSLO";580000
"102";2023;10;2023-03-06;10;336;423;2.19;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;11;2023-03-13;11;333;417;2.79;2.99;0;0;-0.773;155;"OSLO";580000
"102";2023;12;2023-03-20;12;337;421;2.99;3.19;0;0;-0.773;155;"OSLO";580000
"102";2023;13;2023-03-27;13;359;412;2.19;2.99;1;0;-0.773;155;"OSLO";580000
"102";2023;14;2023-04-03;14;326;418;2.49;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;15;2023-04-10;15;330;414;2.19;2.99;0;0;-0.773;155;"OSLO";580000
"102";2023;16;2023-04-17;16;331;414;2.79;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;17;2023-04-24;17;321;494;2.49;2.29;0;1;-0.773;155;"OSLO";580000
"102";2023;18;2023-05-01;18;332;415;2.29;3.19;0;0;-0.773;155;"OSLO";580000
"102";2023;19;2023-05-08;19;361;409;2.19;2.49;1;0;-0.773;155;"OSLO";580000
"102";2023;20;2023-05-15;20;328;413;2.79;3.19;0;0;-0.773;155;"OSLO";580000
"102";2023;21;2023-05-22;21;323;411;2.79;3.19;0;0;-0.773;155;"OSLO";580000
"102";2023;22;2023-05-29;22;357;487;2.49;2.99;1;1;-0.773;155;"OSLO";580000
"102";2023;23;2023-06-05;23;355;405;2.19;2.59;1;0;-0.773;155;"OSLO";580000
"102";2023;24;2023-06-12;24;317;482;2.49;3.19;0;1;-0.773;155;"OSLO";580000
"102";2023;25;2023-06-19;25;318;410;2.79;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;26;2023-06-26;26;312;403;2.19;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;27;2023-07-03;27;317;401;2.19;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;28;2023-07-10;28;350;403;2.99;3.19;1;0;-0.773;155;"OSLO";580000
"102";2023;29;2023-07-17;29;311;406;2.29;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;30;2023-07-24;30;344;399;2.49;3.19;1;0;-0.773;155;"OSLO";580000
"102";2023;31;2023-07-31;31;314;396;2.19;3.19;0;0;-0.773;155;"OSLO";580000
"102";2023;32;2023-08-07;32;313;402;2.29;2.49;0;0;-0.773;155;"OSLO";580000
"102";2023;33;2023-08-14;33;316;398;2.49;2.99;0;0;-0.773;155;"OSLO";580000
"102";2023;34;2023-08-21;34;315;398;2.49;3.19;0;0;-0.773;155;"OSLO";580000
"102";2023;35;2023-08-28;35;306;397;2.19;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;36;2023-09-04;36;338;398;2.29;2.29;1;0;-0.773;155;"OSLO";580000
"102";2023;37;2023-09-11;37;335;475;2.79;2.99;1;1;-0.773;155;"OSLO";580000
"102";2023;38;2023-09-18;38;304;398;2.99;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;39;2023-09-25;39;337;398;2.79;2.49;1;0;-0.773;155;"OSLO";580000
"102";2023;40;2023-10-02;40;306;390;2.19;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;41;2023-10-09;41;301;388;2.79;2.99;0;0;-0.773;155;"OSLO";580000
"102";2023;42;2023-10-16;42;298;470;2.49;2.29;0;1;-0.773;155;"OSLO";580000
"102";2023;43;2023-10-23;43;305;393;2.79;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;44;2023-10-30;44;298;386;2.49;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;45;2023-11-06;45;301;380;2.19;2.49;0;0;-0.773;155;"OSLO";580000
"102";2023;46;2023-11-13;46;301;383;2.79;2.59;0;0;-0.773;155;"OSLO";580000
"102";2023;47;2023-11-20;47;324;391;2.79;2.29;1;0;-0.773;155;"OSLO";580000
"102";2023;48;2023-11-27;48;295;382;2.49;2.29;0;0;-0.773;155;"OSLO";580000
"102";2023;49;2023-12-04;49;327;465;2.79;2.59;1;1;-0.773;155;"OSLO";580000
"102";2023;50;2023-12-11;50;290;383;2.49;2.49;0;0;-0.773;155;"OSLO";580000
"102";2023;51;2023-12-18;51;298;384;2.79;2.99;0;0;-0.773;155;"OSLO";580000
"102";2023;52;2023-12-25;52;292;381;2.19;2.59;0;0;-0.773;155;"OSLO";580000
"102";2024;1;2024-01-08;53;303;383;2.19;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;2;2024-01-15;54;295;374;2.29;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;3;2024-01-22;55;293;381;2.19;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;4;2024-01-29;56;290;377;2.49;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;5;2024-02-05;57;318;379;2.79;2.59;1;0;-0.773;155;"OSLO";580000
"102";2024;6;2024-02-12;58;286;449;2.19;2.99;0;1;-0.773;155;"OSLO";580000
"102";2024;7;2024-02-19;59;286;378;2.29;2.59;0;0;-0.773;155;"OSLO";580000
"102";2024;8;2024-02-26;60;288;370;2.29;2.99;0;0;-0.773;155;"OSLO";580000
"102";2024;9;2024-03-04;61;286;376;2.99;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;10;2024-03-11;62;286;451;2.99;2.59;0;1;-0.773;155;"OSLO";580000
"102";2024;11;2024-03-18;63;280;380;2.49;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;12;2024-03-25;64;310;382;2.79;2.29;1;0;-0.773;155;"OSLO";580000
"102";2024;13;2024-04-01;65;285;367;2.49;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;14;2024-04-08;66;281;370;2.19;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;15;2024-04-15;67;280;367;2.29;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;16;2024-04-22;68;276;369;2.19;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;17;2024-04-29;69;276;370;2.99;2.59;0;0;-0.773;155;"OSLO";580000
"102";2024;18;2024-05-06;70;279;365;2.99;2.99;0;0;-0.773;155;"OSLO";580000
"102";2024;19;2024-05-13;71;303;365;2.19;2.59;1;0;-0.773;155;"OSLO";580000
"102";2024;20;2024-05-20;72;275;363;2.79;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;21;2024-05-27;73;273;364;2.49;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;22;2024-06-03;74;283;367;2.29;2.99;0;0;-0.773;155;"OSLO";580000
"102";2024;23;2024-06-10;75;277;359;2.29;2.99;0;0;-0.773;155;"OSLO";580000
"102";2024;24;2024-06-17;76;271;425;2.29;2.59;0;1;-0.773;155;"OSLO";580000
"102";2024;25;2024-06-24;77;270;365;2.99;2.59;0;0;-0.773;155;"OSLO";580000
"102";2024;26;2024-07-01;78;268;362;2.99;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;27;2024-07-08;79;266;360;2.79;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;28;2024-07-15;80;271;359;2.49;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;29;2024-07-22;81;268;356;2.79;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;30;2024-07-29;82;266;361;2.29;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;31;2024-08-05;83;267;356;2.79;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;32;2024-08-12;84;264;348;2.49;3.19;0;0;-0.773;155;"OSLO";580000
"102";2024;33;2024-08-19;85;260;426;2.49;2.29;0;1;-0.773;155;"OSLO";580000
"102";2024;34;2024-08-26;86;260;350;2.79;2.59;0;0;-0.773;155;"OSLO";580000
"102";2024;35;2024-09-02;87;290;420;2.49;2.99;1;1;-0.773;155;"OSLO";580000
"102";2024;36;2024-09-09;88;261;353;2.79;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;37;2024-09-16;89;261;344;2.19;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;38;2024-09-23;90;287;421;2.99;2.99;1;1;-0.773;155;"OSLO";580000
"102";2024;39;2024-09-30;91;285;344;2.49;2.29;1;0;-0.773;155;"OSLO";580000
"102";2024;40;2024-10-07;92;288;346;2.49;2.29;1;0;-0.773;155;"OSLO";580000
"102";2024;41;2024-10-14;93;252;348;2.99;2.59;0;0;-0.773;155;"OSLO";580000
"102";2024;42;2024-10-21;94;259;408;2.79;2.59;0;1;-0.773;155;"OSLO";580000
"102";2024;43;2024-10-28;95;254;340;2.79;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;44;2024-11-04;96;281;411;2.19;2.99;1;1;-0.773;155;"OSLO";580000
"102";2024;45;2024-11-11;97;252;343;2.49;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;46;2024-11-18;98;251;339;2.79;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;47;2024-11-25;99;252;335;2.29;2.29;0;0;-0.773;155;"OSLO";580000
"102";2024;48;2024-12-02;100;250;337;2.19;2.49;0;0;-0.773;155;"OSLO";580000
"102";2024;49;2024-12-09;101;272;332;2.19;2.99;1;0;-0.773;155;"OSLO";580000
"102";2024;50;2024-12-16;102;247;403;2.19;2.59;0;1;-0.773;155;"OSLO";580000
"102";2024;51;2024-12-23;103;250;403;2.19;2.29;0;1;-0.773;155;"OSLO";580000
"102";2024;52;2024-12-30;104;265;341;2.99;2.29;1;0;-0.773;155;"OSLO";580000
"103";2023;1;2023-01-02;1;462;564;2.19;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;2;2023-01-09;2;459;573;2.99;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;3;2023-01-16;3;457;568;2.79;3.19;0;0;0.425;200;"OSLO";580000
"103";2023;4;2023-01-23;4;457;683;2.49;2.59;0;1;0.425;200;"OSLO";580000
"103";2023;5;2023-01-30;5;460;566;2.19;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;6;2023-02-06;6;461;576;2.99;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;7;2023-02-13;7;465;686;2.19;2.49;0;1;0.425;200;"OSLO";580000
"103";2023;8;2023-02-20;8;508;572;2.79;2.29;1;0;0.425;200;"OSLO";580000
"103";2023;9;2023-02-27;9;460;569;2.29;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;10;2023-03-06;10;464;577;2.29;2.99;0;0;0.425;200;"OSLO";580000
"103";2023;11;2023-03-13;11;463;575;2.79;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;12;2023-03-20;12;466;580;2.99;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;13;2023-03-27;13;510;570;2.19;2.59;1;0;0.425;200;"OSLO";580000
"103";2023;14;2023-04-03;14;468;576;2.29;2.99;0;0;0.425;200;"OSLO";580000
"103";2023;15;2023-04-10;15;464;573;2.29;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;16;2023-04-17;16;466;577;2.49;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;17;2023-04-24;17;466;695;2.49;2.29;0;1;0.425;200;"OSLO";580000
"103";2023;18;2023-05-01;18;468;576;2.19;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;19;2023-05-08;19;516;574;2.49;2.59;1;0;0.425;200;"OSLO";580000
"103";2023;20;2023-05-15;20;464;577;2.79;3.19;0;0;0.425;200;"OSLO";580000
"103";2023;21;2023-05-22;21;470;580;2.99;2.99;0;0;0.425;200;"OSLO";580000
"103";2023;22;2023-05-29;22;514;695;2.49;3.19;1;1;0.425;200;"OSLO";580000
"103";2023;23;2023-06-05;23;519;582;2.79;3.19;1;0;0.425;200;"OSLO";580000
"103";2023;24;2023-06-12;24;468;704;2.99;2.59;0;1;0.425;200;"OSLO";580000
"103";2023;25;2023-06-19;25;474;582;2.79;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;26;2023-06-26;26;469;583;2.49;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;27;2023-07-03;27;473;579;2.29;2.99;0;0;0.425;200;"OSLO";580000
"103";2023;28;2023-07-10;28;518;581;2.99;3.19;1;0;0.425;200;"OSLO";580000
"103";2023;29;2023-07-17;29;475;585;2.79;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;30;2023-07-24;30;523;586;2.29;2.59;1;0;0.425;200;"OSLO";580000
"103";2023;31;2023-07-31;31;472;585;2.19;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;32;2023-08-07;32;467;591;2.99;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;33;2023-08-14;33;475;587;2.19;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;34;2023-08-21;34;475;585;2.19;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;35;2023-08-28;35;475;582;2.29;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;36;2023-09-04;36;526;586;2.19;2.59;1;0;0.425;200;"OSLO";580000
"103";2023;37;2023-09-11;37;517;698;2.19;3.19;1;1;0.425;200;"OSLO";580000
"103";2023;38;2023-09-18;38;475;587;2.19;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;39;2023-09-25;39;527;591;2.49;2.29;1;0;0.425;200;"OSLO";580000
"103";2023;40;2023-10-02;40;484;583;2.79;2.99;0;0;0.425;200;"OSLO";580000
"103";2023;41;2023-10-09;41;476;593;2.19;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;42;2023-10-16;42;482;714;2.99;2.99;0;1;0.425;200;"OSLO";580000
"103";2023;43;2023-10-23;43;483;593;2.99;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;44;2023-10-30;44;476;593;2.99;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;45;2023-11-06;45;478;589;2.49;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;46;2023-11-13;46;479;595;2.29;2.29;0;0;0.425;200;"OSLO";580000
"103";2023;47;2023-11-20;47;536;592;2.19;2.29;1;0;0.425;200;"OSLO";580000
"103";2023;48;2023-11-27;48;479;598;2.99;2.59;0;0;0.425;200;"OSLO";580000
"103";2023;49;2023-12-04;49;536;706;2.29;2.59;1;1;0.425;200;"OSLO";580000
"103";2023;50;2023-12-11;50;486;599;2.49;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;51;2023-12-18;51;488;592;2.19;2.49;0;0;0.425;200;"OSLO";580000
"103";2023;52;2023-12-25;52;485;600;2.79;3.19;0;0;0.425;200;"OSLO";580000
"103";2024;1;2024-01-08;53;489;592;2.29;3.19;0;0;0.425;200;"OSLO";580000
"103";2024;2;2024-01-15;54;481;597;2.79;2.49;0;0;0.425;200;"OSLO";580000
"103";2024;3;2024-01-22;55;486;596;2.29;2.49;0;0;0.425;200;"OSLO";580000
"103";2024;4;2024-01-29;56;483;597;2.29;2.29;0;0;0.425;200;"OSLO";580000
"103";2024;5;2024-02-05;57;541;598;2.29;2.29;1;0;0.425;200;"OSLO";580000
"103";2024;6;2024-02-12;58;489;713;2.49;2.99;0;1;0.425;200;"OSLO";580000
"103";2024;7;2024-02-19;59;493;596;2.79;2.59;0;0;0.425;200;"OSLO";580000
"103";2024;8;2024-02-26;60;484;599;2.49;2.49;0;0;0.425;200;"OSLO";580000
"103";2024;9;2024-03-04;61;490;595;2.99;2.99;0;0;0.425;200;"OSLO";580000
"103";2024;10;2024-03-11;62;493;712;2.49;2.99;0;1;0.425;200;"OSLO";580000
"103";2024;11;2024-03-18;63;490;597;2.49;2.59;0;0;0.425;200;"OSLO";580000
"103";2024;12;2024-03-25;64;539;595;2.79;2.29;1;0;0.425;200;"OSLO";580000
"103";2024;13;2024-04-01;65;493;599;2.29;3.19;0;0;0.425;200;"OSLO";580000
"103";2024;14;2024-04-08;66;494;595;2.19;2.99;0;0;0.425;200;"OSLO";580000
"103";2024;15;2024-04-15;67;489;608;2.79;2.29;0;0;0.425;200;"OSLO";580000
"103";2024;16;2024-04-22;68;487;599;2.79;2.49;0;0;0.425;200;"OSLO";580000
"103";2024;17;2024-04-29;69;496;598;2.19;2.59;0;0;0.425;200;"OSLO";580000
"103";2024;18;2024-05-06;70;490;600;2.29;2.29;0;0;0.425;200;"OSLO";580000
"103";2024;19;2024-05-13;71;546;608;2.29;2.49;1;0;0.425;200;"OSLO";580000
"103";2024;20;2024-05-20;72;493;600;2.79;2.59;0;0;0.425;200;"OSLO";580000
"103";2024;21;2024-05-27;73;492;603;2.79;2.59;0;0;0.425;200;"OSLO";580000
"103";2024;22;2024-06-03;74;501;609;2.29;2.29;0;0;0.425;200;"OSLO";580000
"103";2024;23;2024-06-10;75;493;607;2.99;2.49;0;0;0.425;200;"OSLO";580000
"103";2024;24;2024-06-17;76;501;726;2.99;2.49;0;1;0.425;200;"OSLO";580000
